time_ms,acc,accR,gyro,gyroR,roll,pitch,yaw,pressure,dp_hpa,state,event
300887,10.36,0.65,505.76,471.86,0.5,-42.3,-167.4,1009.87,-0.040,0,0
300932,10.50,0.80,651.14,617.24,0.6,-43.1,-167.7,1009.85,-0.020,0,0
300977,10.17,0.80,883.02,849.12,0.6,-45.7,-168.3,1009.79,-0.060,0,0
301022,10.22,0.80,752.01,849.12,-0.2,-48.8,-168.9,1009.95,0.160,0,0
301068,9.94,0.79,814.72,849.12,-0.8,-53.3,-169.1,1009.80,-0.150,0,0
301113,9.82,0.73,966.99,874.13,-0.7,-57.1,-169.9,1009.90,0.100,0,0
301158,10.00,0.68,1207.98,1079.16,-0.1,-60.7,-170.6,1009.91,0.010,0,0
301203,9.76,0.75,1130.70,1074.05,1.5,-65.6,-171.6,1009.92,0.010,0,0
301248,9.67,0.84,1081.58,944.29,2.2,-70.9,-172.0,1009.70,-0.220,0,0
301293,9.56,0.95,987.79,702.22,2.6,-75.5,-172.7,1009.83,0.130,0,0
301338,9.38,1.12,770.89,556.83,3.0,-80.0,-173.5,1009.82,-0.010,0,0
301383,9.23,0.99,456.69,751.29,3.3,-83.9,-173.9,1009.88,0.060,0,0
301428,9.19,1.02,445.49,762.49,3.7,-85.5,-174.2,1009.88,0.000,0,0
301473,9.27,0.81,386.21,821.77,4.1,-85.6,-174.5,1009.82,-0.060,0,0
301518,9.33,0.81,256.16,951.82,4.1,-84.9,-174.5,1009.91,0.090,0,0
301562,9.46,0.81,245.31,962.67,3.6,-84.5,-174.8,1009.82,-0.090,0,0
301607,9.57,0.57,199.99,930.70,3.5,-83.5,-174.9,1009.89,0.070,0,0
301652,9.54,0.48,148.65,932.93,3.3,-82.9,-174.9,1009.79,-0.100,0,0
301697,9.59,0.40,143.14,844.66,3.2,-81.6,-175.0,1009.82,0.030,0,0
301742,9.63,0.44,53.55,717.34,3.6,-80.3,-175.1,1009.81,-0.010,0,0
301787,9.61,0.44,64.10,403.14,3.7,-79.4,-175.3,1009.85,0.040,0,0
301831,9.61,0.44,22.97,422.52,3.9,-78.8,-175.2,1009.88,0.030,0,0
301876,9.58,0.37,26.51,363.24,4.1,-78.8,-175.2,1009.86,-0.020,0,0
301921,9.60,0.31,27.04,233.19,3.9,-79.4,-175.2,1009.82,-0.040,0,0
301965,9.72,0.26,8.70,236.61,3.8,-79.4,-175.3,1009.88,0.060,0,0
302010,9.75,0.21,24.95,191.29,3.5,-79.9,-175.2,1009.95,0.070,0,0
302055,9.78,0.24,34.78,139.95,3.6,-79.4,-175.4,1009.85,-0.100,0,0
302099,9.71,0.20,102.03,134.43,3.9,-78.5,-175.1,1009.82,-0.030,0,0
302144,9.62,0.20,90.81,93.33,3.9,-78.7,-175.0,1009.89,0.070,0,0
302189,9.65,0.20,89.08,93.33,3.8,-78.7,-175.0,1009.85,-0.040,0,0
302233,9.69,0.20,63.93,93.33,3.7,-79.6,-175.0,1009.85,0.000,0,0
302277,9.79,0.21,14.16,93.33,3.3,-80.3,-174.9,1009.75,-0.100,0,0
302322,9.86,0.25,37.04,93.33,3.4,-80.2,-175.0,1009.89,0.140,0,0
302366,9.74,0.23,59.20,93.33,3.3,-80.1,-175.1,1009.71,-0.180,0,0
302411,9.45,0.41,216.42,202.26,4.1,-77.7,-174.8,1009.83,0.120,0,0
302456,8.42,1.44,1639.79,1625.63,5.5,-72.7,-174.1,1009.86,0.030,0,0
302500,6.57,3.28,4199.24,4185.08,10.7,-37.1,-171.1,1009.86,0.000,0,0
302545,4.52,5.34,5159.96,5145.80,8.4,-1.5,-169.2,1009.86,0.000,0,0
302589,1.36,8.50,5199.38,5185.22,-19.8,69.5,-166.3,1009.91,0.050,1,0
302635,6.03,8.50,2074.76,5185.22,-7.5,8.6,-165.7,1009.82,-0.090,2,0
302680,13.94,12.58,1335.99,5185.22,-3.7,-10.9,-166.2,1009.82,0.000,2,0
302725,15.22,13.86,742.54,5162.34,-1.1,-20.1,-166.1,1009.79,-0.030,2,0
305417,13.22,13.86,356.44,5140.18,2.2,-25.8,-166.4,1009.70,-0.090,0,2
305463,9.21,13.86,1611.38,4982.96,3.5,-49.9,-176.8,1009.74,0.040,0,0
305508,7.49,13.86,1824.14,4842.93,1.6,-86.4,-175.8,1009.71,-0.030,0,0
305554,8.81,13.86,1600.65,4842.93,1.6,-85.7,-175.1,1009.67,-0.040,0,0
305599,10.35,13.86,711.07,4842.93,3.1,-75.5,-174.7,1009.76,0.090,0,0
305645,10.18,13.86,1253.93,4842.93,4.3,-82.2,-174.8,1009.62,-0.140,0,0
305690,10.45,9.19,587.33,1718.32,1.7,-88.3,-174.7,1009.77,0.150,0,0
305736,10.67,7.72,638.09,1467.70,-1.7,-88.2,-174.8,1009.76,-0.010,0,0
305781,10.39,7.72,522.23,1467.70,-6.7,-83.2,-174.7,1009.84,0.080,0,0
305827,9.56,5.72,557.83,1467.70,-10.2,-78.4,-175.0,1009.76,-0.080,0,0
305873,9.19,3.18,455.39,1368.75,-9.1,-77.0,-175.1,1009.65,-0.110,0,0
305918,9.30,3.18,285.82,1538.32,-5.3,-77.0,-175.3,1009.69,0.040,0,0
305963,9.82,1.86,770.31,1314.83,-0.3,-74.8,-175.0,1009.76,0.070,0,0
306008,9.93,1.48,791.47,968.11,0.7,-77.3,-174.4,1009.76,0.000,0,0
306052,10.12,1.48,573.28,968.11,0.7,-79.4,-173.9,1009.65,-0.110,0,0
306097,9.97,1.48,309.71,505.66,-0.1,-82.9,-173.8,1009.63,-0.020,0,0
306142,9.72,1.48,526.99,505.66,-0.8,-83.9,-173.7,1009.65,0.020,0,0
306187,9.38,1.20,759.07,505.66,-3.1,-85.6,-173.4,1009.73,0.080,0,0
306232,9.06,1.06,610.05,505.66,-5.0,-84.5,-173.5,1009.72,-0.010,0,0
306277,9.01,1.11,389.10,505.66,-7.4,-82.5,-173.2,1009.72,0.000,0,0
306321,9.32,1.11,535.18,505.66,-9.0,-80.8,-173.3,1009.77,0.050,0,0
306366,9.95,1.11,210.53,580.94,-7.5,-82.2,-172.8,1009.79,0.020,0,0
306411,10.08,1.11,236.81,580.94,-6.5,-83.4,-173.0,1009.72,-0.070,0,0
306456,10.15,1.14,216.49,548.53,-6.3,-83.5,-172.8,1009.70,-0.020,0,0
306501,10.13,1.14,194.29,564.77,-6.1,-83.4,-173.1,1009.80,0.100,0,0
306547,9.79,1.14,161.00,598.07,-5.1,-84.6,-173.0,1009.75,-0.050,0,0
306592,9.62,1.14,130.42,628.65,-3.6,-85.9,-173.1,1009.79,0.040,0,0
306637,9.58,1.14,175.66,479.64,-1.8,-88.1,-173.1,1009.76,-0.030,0,0
306682,9.79,1.14,129.78,405.40,-1.4,-87.3,-173.0,1009.65,-0.110,0,0
306727,10.42,1.10,182.45,405.40,-1.1,-87.2,-173.0,1009.68,0.030,0,0
306772,10.46,0.88,172.64,107.03,-1.5,-86.3,-173.1,1009.68,0.000,0,0
306816,9.58,0.88,683.55,553.78,-1.7,-87.6,-172.9,1009.61,-0.070,0,0
306861,9.44,1.02,914.81,785.04,0.3,-88.7,-173.0,1009.69,0.080,0,0
306906,9.50,1.02,917.51,787.74,1.8,-84.7,-173.2,1009.63,-0.060,0,0
306951,10.48,1.04,544.34,787.74,3.9,-80.7,-173.6,1009.63,0.000,0,0
306996,11.12,1.69,568.47,787.74,5.8,-80.6,-173.9,1009.67,0.040,0,0
307041,10.32,1.69,582.83,787.74,6.7,-82.5,-174.2,1009.72,0.050,0,0
307086,9.45,1.69,480.45,787.74,6.7,-82.6,-174.4,1009.75,0.030,0,0
307130,9.22,1.90,181.53,744.88,5.9,-80.0,-174.4,1009.67,-0.080,0,0
307176,9.51,1.90,318.15,744.88,4.0,-82.3,-174.6,1009.69,0.020,0,0
307221,10.17,1.90,272.79,735.99,2.7,-85.8,-174.8,1009.66,-0.030,0,0
307266,10.49,1.90,546.39,735.99,2.4,-85.4,-175.0,1009.66,0.000,0,0
307310,9.76,1.90,398.22,735.99,1.0,-82.8,-175.2,1009.75,0.090,0,0
307355,9.25,1.90,361.59,401.30,0.5,-79.5,-175.5,1009.70,-0.050,0,0
307400,9.24,1.90,157.26,425.57,0.5,-76.9,-175.6,1009.59,-0.110,0,0
307445,9.41,1.27,58.10,524.73,1.2,-76.7,-175.6,1009.73,0.140,0,0
307490,9.91,1.27,65.10,488.28,2.7,-75.4,-175.7,1009.58,-0.150,0,0
307534,10.22,1.27,49.78,496.61,3.1,-75.6,-175.5,1009.74,0.160,0,0
307580,10.31,1.25,93.46,496.61,3.3,-72.6,-175.6,1009.60,-0.140,0,0
307624,10.23,1.25,126.41,496.61,2.7,-73.5,-175.6,1009.71,0.110,0,0
307670,10.19,1.25,151.44,496.61,1.9,-75.8,-175.5,1009.74,0.030,0,0
307715,9.93,1.07,221.82,348.44,0.6,-76.2,-175.6,1009.64,-0.100,0,0
307760,9.56,1.07,321.49,311.81,-0.9,-80.7,-175.8,1009.70,0.060,0,0
307805,9.63,1.07,214.73,271.71,-0.8,-80.2,-175.9,1009.63,-0.070,0,0
307850,9.54,0.90,184.04,271.71,-0.7,-78.9,-175.9,1009.60,-0.030,0,0
307895,9.84,0.77,158.46,271.71,0.8,-78.1,-175.9,1009.68,0.080,0,0
307939,10.12,0.77,142.96,271.71,1.6,-74.6,-176.0,1009.80,0.120,0,0
307985,10.14,0.77,320.14,228.03,1.1,-73.7,-176.0,1009.68,-0.120,0,0
308030,10.11,0.69,218.63,195.08,0.9,-71.7,-176.2,1009.70,0.020,0,0
308075,9.87,0.65,314.24,178.53,0.2,-70.9,-176.4,1009.74,0.040,0,0
308120,9.25,0.88,205.79,178.53,-0.2,-70.8,-176.5,1009.63,-0.110,0,0
308165,7.47,2.67,250.71,178.53,-1.3,-71.6,-176.4,1009.62,-0.010,0,0
308210,3.82,6.32,386.71,243.75,0.9,-63.6,-176.9,1009.72,0.100,1,0
308255,3.32,6.81,789.19,646.23,3.9,61.5,-177.2,1009.63,-0.090,1,0
308299,3.29,6.84,1599.01,1456.05,-8.7,28.4,-177.8,1009.67,0.040,2,0
308345,3.24,6.90,1907.85,1764.89,25.5,-50.0,-178.2,1009.61,-0.060,2,0
308390,8.97,6.90,1824.47,1702.06,13.5,-76.2,-177.5,1009.69,0.080,0,1
308436,17.90,14.67,1130.38,1702.06,6.5,-72.2,-176.7,1009.69,0.000,0,0
308481,17.82,14.67,602.75,1702.06,8.4,-65.9,-176.9,1009.64,-0.050,0,0
308527,14.48,14.67,437.58,1702.06,3.1,-67.4,-177.2,1009.69,0.050,1,0
308573,11.40,14.67,89.21,1818.64,-1.4,-72.2,-177.2,1009.74,0.050,1,0
308618,9.20,14.67,257.60,1818.64,-2.4,-79.8,-177.0,1009.63,-0.110,1,0
308664,9.32,14.67,64.74,1843.11,-1.1,-84.5,-177.0,1009.69,0.060,1,0
308709,9.65,14.67,68.90,1843.11,-0.6,-84.4,-177.0,1009.64,-0.050,1,0
308755,9.65,14.67,137.90,1843.11,0.3,-83.6,-176.9,1009.69,0.050,0,1
308800,9.73,8.93,139.12,1759.73,1.0,-83.0,-177.0,1009.62,-0.070,0,0
308845,9.65,8.70,58.95,1071.42,1.2,-83.1,-176.9,1009.64,0.020,0,0
308890,9.76,8.61,57.69,545.06,1.2,-82.6,-176.9,1009.69,0.050,0,0
308935,9.80,5.28,64.49,379.89,1.0,-83.3,-176.8,1009.66,-0.030,0,0
308980,9.86,2.19,57.33,200.27,0.5,-83.4,-176.9,1009.68,0.020,0,0
309024,9.77,0.65,74.26,200.27,0.3,-82.8,-176.7,1009.62,-0.060,0,0
309069,9.88,0.55,83.70,81.79,0.5,-82.9,-176.8,1009.61,-0.010,0,0
309113,9.94,0.29,22.18,116.94,0.7,-82.8,-176.9,1009.62,0.010,0,0
309158,9.79,0.29,45.64,116.94,0.8,-83.0,-176.8,1009.67,0.050,0,0
309203,9.90,0.29,34.80,116.94,1.1,-83.3,-176.7,1009.65,-0.020,0,0
309248,9.81,0.29,64.03,61.52,1.1,-83.1,-176.9,1009.78,0.130,0,0
309292,9.87,0.17,31.95,61.52,1.1,-83.0,-176.6,1009.63,-0.150,0,0
309337,9.88,0.17,28.92,61.52,1.2,-82.7,-176.8,1009.57,-0.060,0,0
309381,9.86,0.17,15.43,68.27,1.1,-82.5,-176.9,1009.66,0.090,0,0
309426,9.79,0.17,31.12,68.27,1.2,-82.6,-176.8,1009.59,-0.070,0,0
309471,9.77,0.17,22.48,68.27,1.2,-82.4,-176.8,1009.68,0.090,0,0
309515,9.92,0.17,78.23,62.80,1.1,-82.4,-176.7,1009.66,-0.020,0,0
309560,9.89,0.15,19.62,62.80,1.0,-82.2,-176.7,1009.62,-0.040,0,0
309604,10.07,0.30,56.21,62.80,0.9,-82.2,-176.7,1009.56,-0.060,0,0
309649,10.15,0.38,93.33,77.90,1.1,-81.9,-176.7,1009.61,0.050,0,0
309693,10.16,0.39,69.92,77.90,1.2,-82.1,-176.7,1009.66,0.050,0,0
309738,10.23,0.46,43.53,77.90,1.4,-82.0,-176.4,1009.50,-0.160,0,0
309783,10.15,0.46,32.51,77.90,1.4,-82.1,-176.5,1009.58,0.080,0,0
309828,10.07,0.46,70.16,73.71,1.6,-82.5,-176.5,1009.64,0.060,0,0
309873,10.04,0.46,37.54,73.71,1.5,-82.6,-176.3,1009.55,-0.090,0,0
309918,10.11,0.34,64.08,73.71,1.3,-82.7,-176.2,1009.66,0.110,0,0
309962,10.14,0.34,75.50,73.71,1.3,-82.5,-176.2,1009.62,-0.040,0,0
310007,10.21,0.19,130.83,98.32,1.3,-82.4,-176.2,1009.63,0.010,0,0
310052,10.38,0.34,23.90,106.92,1.7,-82.3,-176.0,1009.57,-0.060,0,0
310098,10.33,0.34,81.31,106.92,2.0,-82.1,-175.9,1009.63,0.060,0,0
310143,10.29,0.34,81.73,106.92,2.1,-82.3,-175.8,1009.42,-0.210,0,0
310188,10.18,0.34,220.11,196.20,2.5,-82.2,-175.6,1009.54,0.120,0,0
310233,9.86,0.52,130.04,196.20,2.7,-82.6,-175.7,1009.61,0.070,0,0
310277,9.77,0.62,295.24,271.34,2.9,-82.9,-175.8,1009.62,0.010,0,0
310322,9.65,0.74,267.91,271.34,2.8,-82.9,-175.7,1009.69,0.070,0,0
310367,9.56,0.82,211.75,271.34,2.3,-82.3,-175.9,1009.58,-0.110,0,0
310412,9.53,0.85,149.59,271.34,1.8,-81.1,-175.7,1009.59,0.010,0,0
310457,9.51,0.88,72.09,271.34,1.2,-80.2,-175.6,1009.58,-0.010,0,0
310502,9.41,0.92,220.03,223.15,1.1,-79.3,-175.7,1009.63,0.050,0,0
310547,9.36,0.93,72.53,223.15,1.1,-79.2,-175.6,1009.55,-0.080,0,0
310591,9.30,0.88,108.47,223.15,1.4,-78.5,-175.4,1009.54,-0.010,0,0
310636,9.17,0.69,98.71,223.15,1.7,-78.2,-175.5,1009.53,-0.010,0,0
310681,9.40,0.60,58.39,236.85,1.8,-77.7,-175.5,1009.49,-0.040,0,0
310726,9.56,0.48,96.39,209.52,1.8,-77.3,-175.5,1009.61,0.120,0,0
310770,9.61,0.44,117.78,161.65,1.6,-77.4,-175.6,1009.53,-0.080,0,0
310815,9.76,0.59,174.31,161.65,1.6,-77.4,-175.6,1009.51,-0.020,0,0
310860,9.67,0.59,65.11,161.65,1.9,-77.4,-175.6,1009.67,0.160,0,0
310904,9.55,0.59,75.79,161.65,2.1,-77.4,-175.7,1009.56,-0.110,0,0
310949,9.65,0.59,36.69,137.61,2.4,-77.7,-175.6,1009.64,0.080,0,0
310994,9.66,0.59,76.12,137.61,2.5,-77.4,-175.7,1009.50,-0.140,0,0
311039,9.65,0.59,22.38,151.93,2.3,-77.4,-175.5,1009.61,0.110,0,0
311084,9.65,0.36,34.87,151.93,2.3,-77.5,-175.6,1009.60,-0.010,0,0
311129,9.46,0.31,21.84,152.46,2.3,-77.0,-175.9,1009.45,-0.150,0,0
311173,9.19,0.58,15.43,158.87,2.1,-77.2,-175.7,1009.60,0.150,0,0
311218,8.99,0.77,119.55,158.87,2.2,-77.4,-175.5,1009.57,-0.030,0,0
311263,8.80,0.87,160.98,145.55,2.2,-77.4,-175.5,1009.47,-0.100,0,0
311308,8.89,0.86,247.05,231.62,2.0,-78.0,-175.2,1009.56,0.090,0,0
311353,9.33,0.86,257.41,241.97,2.0,-78.7,-175.2,1009.49,-0.070,0,0
311398,9.68,0.88,212.85,241.97,2.1,-79.1,-175.1,1009.56,0.070,0,0
311443,10.11,1.31,91.93,241.97,2.3,-79.8,-175.0,1009.58,0.020,0,0
311488,10.02,1.31,94.96,241.97,1.7,-80.6,-175.0,1009.52,-0.060,0,0
311533,9.45,1.31,133.50,241.97,1.3,-81.3,-174.8,1009.50,-0.020,0,0
311578,8.97,1.31,186.40,241.97,1.0,-81.7,-174.8,1009.59,0.090,0,0
311623,8.98,1.31,277.42,185.50,0.4,-82.8,-174.8,1009.50,-0.090,0,0
311668,9.60,1.31,208.19,185.50,1.0,-83.6,-174.7,1009.60,0.100,0,0
311712,10.37,1.48,122.84,185.50,1.5,-83.4,-174.7,1009.49,-0.110,0,0
311757,11.01,2.04,86.36,191.06,1.4,-83.8,-174.6,1009.61,0.120,0,0
311802,10.96,2.04,25.03,252.40,1.5,-83.7,-174.6,1009.50,-0.110,0,0
311848,10.58,2.04,44.38,252.40,1.4,-84.3,-174.5,1009.54,0.040,0,0
311892,10.18,2.04,45.44,252.40,1.2,-85.1,-174.7,1009.52,-0.020,0,0
311937,10.26,2.04,132.04,252.40,1.1,-84.7,-174.4,1009.50,-0.020,0,0
311983,12.76,3.79,669.83,644.81,3.8,-79.8,-174.1,1009.48,-0.020,0,0
312028,15.21,6.23,228.56,644.81,3.8,-80.0,-173.8,1009.52,0.040,0,0
312073,16.78,7.18,356.78,644.81,3.6,-83.2,-173.5,1009.45,-0.070,0,0
312119,14.76,6.60,1453.99,1428.96,4.3,-85.7,-174.0,1009.56,0.110,0,0
312164,7.27,9.51,2082.65,2057.62,-3.1,-71.6,-175.1,1009.48,-0.080,1,0
312209,3.54,13.24,975.45,2057.62,-27.0,12.0,-175.2,1009.46,-0.020,2,0
312255,3.86,13.24,684.34,2038.26,-23.0,60.4,-175.1,1009.51,0.050,0,1
312301,1.84,14.94,1427.56,2037.20,-33.3,55.1,-175.1,1009.47,-0.040,0,0
312347,4.21,14.94,721.12,1950.60,2.0,-80.4,-174.8,1009.62,0.150,0,0
312392,10.23,14.94,1009.96,1854.09,10.5,-77.5,-174.4,1009.40,-0.220,0,0
312438,11.19,14.94,419.90,1854.09,9.8,-80.0,-174.2,1009.47,0.070,0,0
312484,11.26,14.94,586.22,1725.87,7.8,-81.8,-173.8,1009.52,0.050,0,0
312529,10.64,12.92,498.20,1662.75,6.9,-83.1,-173.6,1009.45,-0.070,0,0
312575,10.36,9.42,469.60,1662.75,3.8,-85.3,-173.2,1009.44,-0.010,0,0
312621,10.39,9.42,391.80,1035.75,1.5,-88.5,-173.4,1009.44,0.000,0,0
312665,10.26,9.42,280.15,1147.41,0.1,-88.0,-173.3,1009.52,0.080,0,0
312711,10.67,9.42,282.01,1147.41,-0.8,-86.5,-173.2,1009.43,-0.090,0,0
312756,10.30,7.04,204.87,805.09,-2.3,-87.3,-173.0,1009.53,0.100,0,0
312802,10.49,1.03,101.81,908.15,-1.8,-86.0,-173.1,1009.49,-0.040,0,0
312847,10.37,1.00,51.60,534.62,-2.5,-86.2,-173.0,1009.48,-0.010,0,0
312892,10.41,1.00,88.80,534.62,-2.4,-86.8,-173.1,1009.53,0.050,0,0
312937,10.42,0.42,96.03,446.59,-2.4,-86.6,-173.1,1009.51,-0.020,0,0
312983,10.27,0.42,100.86,418.00,-2.6,-86.8,-173.1,1009.44,-0.070,0,0
313028,10.14,0.54,127.27,340.20,-2.3,-87.1,-173.1,1009.42,-0.020,0,0
313073,9.98,0.69,92.22,230.41,-2.4,-87.2,-173.2,1009.56,0.140,0,0
313118,9.94,0.73,41.48,240.53,-1.9,-87.0,-173.1,1009.52,-0.040,0,0
313163,9.76,0.73,38.62,166.25,-2.0,-87.4,-172.9,1009.54,0.020,0,0
313207,9.76,0.73,49.65,88.64,-1.6,-87.7,-173.2,1009.51,-0.030,0,0
313252,9.76,0.66,44.39,88.64,-1.7,-87.7,-173.2,1009.37,-0.140,0,0
313297,9.73,0.69,75.26,88.64,-1.9,-87.5,-173.3,1009.52,0.150,0,0
313341,9.72,0.69,38.08,89.19,-1.4,-87.4,-173.0,1009.47,-0.050,0,0
313386,9.68,0.59,71.12,89.19,-1.7,-87.7,-173.0,1009.34,-0.130,0,0
313431,9.71,0.46,140.90,102.82,-1.5,-87.6,-173.2,1009.49,0.150,0,0
313476,9.80,0.30,93.56,102.82,-1.3,-87.4,-173.1,1009.50,0.010,0,0
313520,9.80,0.26,111.36,102.82,-1.9,-87.6,-173.2,1009.50,0.000,0,0
313565,9.84,0.16,87.60,102.82,-2.1,-87.3,-173.3,1009.42,-0.080,0,0
313610,9.75,0.16,55.70,102.82,-2.4,-87.1,-173.2,1009.53,0.110,0,0
313654,9.65,0.19,14.09,126.81,-2.8,-87.1,-173.2,1009.50,-0.030,0,0
313699,9.68,0.19,40.90,126.81,-2.3,-87.2,-173.3,1009.44,-0.060,0,0
313744,9.75,0.19,138.28,126.81,-2.2,-87.4,-173.1,1009.54,0.100,0,0
313789,9.76,0.19,56.86,126.81,-2.1,-87.6,-173.2,1009.49,-0.050,0,0
313834,9.80,0.19,43.22,126.81,-1.7,-87.8,-173.3,1009.54,0.050,0,0
313878,9.88,0.23,75.88,124.19,-1.6,-87.9,-173.3,1009.58,0.040,0,0
313923,9.73,0.23,176.93,162.84,-1.4,-87.7,-173.5,1009.43,-0.150,0,0
313968,9.54,0.34,54.58,162.84,-1.1,-88.4,-173.6,1009.44,0.010,0,0
314013,9.13,0.75,156.71,162.84,-1.3,-88.5,-173.5,1009.45,0.010,0,0
314058,8.51,1.37,274.16,260.07,-1.1,-88.7,-173.8,1009.52,0.070,0,0
314103,8.24,1.63,207.64,233.27,0.3,-89.0,-173.8,1009.45,-0.070,0,0
314148,8.21,1.66,178.04,230.94,-0.2,-89.1,-173.9,1009.35,-0.100,0,0
314193,8.95,1.66,263.53,230.94,1.0,-88.9,-173.9,1009.35,0.000,0,0
314237,9.83,1.66,87.18,230.94,1.4,-88.3,-174.1,1009.38,0.030,0,0
314282,10.45,2.23,113.59,219.58,0.6,-89.4,-174.0,1009.56,0.180,0,0
314327,10.91,2.70,36.11,238.05,1.4,-88.4,-174.2,1009.55,-0.010,0,0
314372,10.68,2.70,108.99,238.05,1.1,-88.5,-174.1,1009.53,-0.020,0,0
314417,10.64,2.70,105.51,238.05,1.3,-87.9,-174.3,1009.51,-0.020,0,0
314462,10.41,2.70,107.80,238.05,1.2,-87.4,-174.2,1009.49,-0.020,0,0
314507,10.28,2.70,65.69,227.42,1.5,-87.5,-174.3,1009.43,-0.060,0,0
314552,10.33,2.70,85.61,227.42,1.4,-86.9,-174.4,1009.47,0.040,0,0
314597,10.02,1.96,37.74,227.42,1.2,-87.3,-174.3,1009.45,-0.020,0,0
314642,10.00,1.08,80.22,77.48,1.1,-86.8,-174.3,1009.58,0.130,0,0
314687,9.96,0.95,107.81,77.48,0.7,-86.9,-174.6,1009.41,-0.170,0,0
314732,9.74,1.17,47.14,72.87,0.5,-87.6,-174.4,1009.52,0.110,0,0
314776,9.64,1.03,38.92,71.25,0.0,-87.7,-174.5,1009.43,-0.090,0,0
314820,9.40,1.24,87.83,70.07,-0.3,-88.7,-174.6,1009.46,0.030,0,0
314864,8.69,1.72,92.91,70.07,-0.1,-88.0,-174.6,1009.48,0.020,0,0
314908,7.63,2.70,861.16,823.43,0.2,-89.5,-174.4,1009.49,0.010,0,0
314953,10.33,2.70,1436.77,1399.03,1.7,-80.7,-173.1,1009.54,0.050,0,0
314999,12.98,5.34,2350.10,2312.36,-3.5,-82.5,-173.2,1009.50,-0.040,1,0
315044,13.66,6.02,1684.32,2311.18,-8.7,-80.1,-174.1,1009.62,0.120,1,0
315090,10.26,6.02,1364.70,2311.18,-12.0,-76.1,-175.1,1009.38,-0.240,1,0
315136,5.47,8.19,1077.36,2311.18,-28.4,-18.2,-175.4,1009.44,0.060,2,0
315182,5.18,8.48,524.85,2311.18,-18.3,46.1,-175.2,1009.55,0.110,2,0
315227,4.17,9.49,449.16,2262.26,-4.2,52.4,-174.8,1009.43,-0.120,2,0
315272,2.23,11.43,427.15,2257.18,-1.3,-73.9,-174.6,1009.46,0.030,0,1
315318,8.26,11.43,417.01,1933.09,0.2,-77.9,-174.4,1009.45,-0.010,0,0
315363,11.20,11.43,204.45,2145.64,0.4,-84.1,-174.4,1009.41,-0.040,0,0
315409,10.74,11.43,512.47,2145.64,-0.3,-84.0,-174.2,1009.46,0.050,0,0
315455,9.80,11.43,342.30,1479.87,-1.0,-82.9,-174.0,1009.32,-0.140,0,0
315500,9.36,8.97,352.01,1160.25,0.6,-88.4,-173.8,1009.47,0.150,0,0
315545,9.34,8.97,460.57,872.91,1.5,-88.0,-173.6,1009.45,-0.020,0,0
315590,9.43,8.97,270.66,320.40,1.9,-88.1,-173.4,1009.48,0.030,0,0
315635,9.50,8.97,311.78,308.02,1.2,-88.8,-173.4,1009.40,-0.080,0,0
315680,10.06,8.97,238.55,308.02,0.9,-89.1,-173.4,1009.49,0.090,0,0
315725,10.17,2.94,218.28,308.02,0.6,-89.0,-173.4,1009.50,0.010,0,0
315770,10.43,1.87,94.05,418.43,-0.2,-89.1,-173.4,1009.44,-0.060,0,0
315815,10.63,1.41,94.03,418.45,-0.1,-88.7,-173.4,1009.44,0.000,0,0
315859,10.49,1.29,92.00,368.57,-0.6,-87.5,-173.5,1009.34,-0.100,0,0
315904,10.45,1.29,52.60,407.97,-0.6,-87.7,-173.4,1009.38,0.040,0,0
315949,10.32,1.29,86.74,407.97,0.1,-86.8,-173.3,1009.38,0.000,0,0
315994,10.29,1.19,69.08,259.18,-0.8,-86.9,-173.4,1009.42,0.040,0,0
316039,10.24,1.13,170.78,259.18,-0.7,-87.3,-173.4,1009.40,-0.020,0,0
316084,10.22,0.57,136.56,185.94,-0.3,-86.1,-173.5,1009.43,0.030,0,0
316129,10.00,0.62,27.69,190.60,-1.1,-86.6,-173.3,1009.42,-0.010,0,0
316174,10.00,0.63,150.47,143.09,-0.2,-86.5,-173.5,1009.49,0.070,0,0
316219,9.88,0.74,57.79,143.09,-0.8,-85.8,-173.5,1009.48,-0.010,0,0
316264,9.81,0.68,55.41,143.09,-1.4,-86.5,-173.4,1009.46,-0.020,0,0
316309,9.96,0.64,24.87,145.91,-0.8,-85.6,-173.4,1009.53,0.070,0,0
316354,9.78,0.54,35.20,145.91,-1.3,-85.8,-173.4,1009.47,-0.060,0,0
316398,9.68,0.60,67.23,145.91,-1.2,-86.4,-173.6,1009.37,-0.100,0,0
316443,9.81,0.56,68.12,145.91,-1.1,-86.6,-173.5,1009.46,0.090,0,0
316488,9.82,0.53,82.03,125.61,-1.7,-87.0,-173.4,1009.43,-0.030,0,0
316533,9.94,0.32,113.08,125.61,-1.6,-87.2,-173.6,1009.36,-0.070,0,0
316578,9.98,0.31,106.73,125.61,-1.2,-87.2,-173.6,1009.43,0.070,0,0
316623,9.76,0.30,45.86,88.21,-1.0,-87.3,-173.6,1009.50,0.070,0,0
316667,9.74,0.30,165.47,140.61,-0.5,-87.3,-173.6,1009.41,-0.090,0,0
316712,9.66,0.32,108.12,140.61,-0.5,-87.8,-173.7,1009.44,0.030,0,0
316757,9.62,0.36,123.27,130.27,-0.8,-87.9,-173.7,1009.41,-0.030,0,0
316802,9.76,0.36,42.52,122.95,-0.6,-88.3,-173.6,1009.35,-0.060,0,0
